,price,occupancy_area,room_layout,address,management_expenses,reserve_fund_for_repairs,building_structure,total_number_of_houses,parking,bike_parking,pet,land_rights,management,rank,floor_number,building_age,route,station,walk_distance,running_cost,parking_cost
0,730000,13.37,ワンルーム,目黒区,2760,7360,ＲＣ,49,,,,所有権,全部委託・日勤管理,5,2,35,東急東横線, 祐天寺駅,5,10120,
1,1500000,36.61,１ＤＫ,小金井市,100937,14400,ＲＣ,176,無,,,旧法地上権,,5,4,42,ＪＲ中央線, 武蔵小金井駅,19,115337,
2,1500000,36.61,１ＤＫ,小金井市,100937,14400,ＲＣ,50,無,,,旧法地上権,全部委託・常駐管理,5,4,43,ＪＲ中央線, 武蔵小金井駅,19,115337,
3,2000000,36.61,１ＬＤＫ,小金井市,100937,14400,ＲＣ,94,,,,旧法地上権,全部委託・常駐管理,5,5,43,ＪＲ中央線, 武蔵小金井駅,18,115337,
4,2300000,16.34,ワンルーム,青梅市,6300,5190,ＲＣ,47,無,,,所有権,全部委託・巡回管理,7,5,33,ＪＲ青梅線, 東青梅駅,2,11490,
5,2400000,11.02,ワンルーム,八王子市,6000,3000,ＲＣ,49,,,,所有権,全部委託・常駐管理,7,1,38,ＪＲ中央線, 八王子駅,10,9000,
6,2480000,18.0,ワンルーム,八王子市,6000,2000,ＲＣ,52,空無,有,,所有権,全部委託・巡回管理,5,2,29,ＪＲ中央線, 八王子駅,60,8000,
7,2480000,18.0,ワンルーム,八王子市,6000,2000,ＲＣ,52,,,,所有権,全部委託・巡回管理,5,2,29,ＪＲ中央線, 八王子駅,60,8000,
8,2500000,15.15,ワンルーム,青梅市,5880,1470,ＲＣ,39,,,,所有権,全部委託・巡回管理,5,5,33,ＪＲ青梅線, 東青梅駅,6,7350,
9,2500000,23.24,２Ｋ,国分寺市,13990,11200,ＲＣ,49,無,,,所有権,,3,1,52,ＪＲ中央線, 国分寺駅,11,25190,
10,2500000,16.04,ワンルーム,日野市,5700,2200,ＲＣ,75,,,,所有権,,3,2,38,京王線, 高幡不動駅,11,7900,
11,2700000,16.07,ワンルーム,八王子市,7900,6480,鉄骨造,92,,,,所有権,全部委託・常駐管理,5,2,33,ＪＲ中央線, 八王子駅,17,14380,
12,2700000,16.48,ワンルーム,八王子市,6000,2000,ＲＣ,49,,,,所有権,,5,3,29,ＪＲ中央線, 西八王子駅,60,8000,
13,2800000,16.85,ワンルーム,青梅市,7080,5060,ＲＣ,41,空無,,,所有権,全部委託・巡回管理,4,3,30,ＪＲ青梅線, 青梅駅,8,12140,
14,2800000,15.92,ワンルーム,八王子市,6500,2000,ＲＣ,27,,,,所有権,全部委託・巡回管理,4,4,30,ＪＲ中央線, 西八王子駅,15,8500,
15,2800000,16.15,ワンルーム,日野市,5700,2100,ＲＣ,77,無,,,所有権,全部委託・巡回管理,5,3,38,京王線, 高幡不動駅,10,7800,
16,2900000,18.48,１Ｋ,八王子市,5490,3900,ＲＣ,33,空無,無,,所有権,全部委託・巡回管理,5,1,29,ＪＲ中央線, 高尾駅,60,9390,
17,2900000,19.14,１Ｋ,八王子市,5670,4030,ＲＣ,33,空無,無,,所有権,全部委託・巡回管理,5,1,29,ＪＲ中央線, 高尾駅,60,9700,
18,3000000,19.11,１Ｋ,青梅市,6000,2000,ＲＣ,49,,,,所有権,,3,3,29,ＪＲ青梅線, 河辺駅,8,8000,
19,3000000,19.22,ワンルーム,八王子市,5000,1000,ＲＣ,7,,,,所有権,,3,3,40,ＪＲ八高線, 北八王子駅,16,6000,
20,3000000,17.01,ワンルーム,八王子市,6600,3420,ＲＣ,84,空無,空無,犬猫不可規定あり,所有権,全部委託・日勤管理,5,3,30,ＪＲ中央線, 西八王子駅,16,10020,
21,3000000,16.36,１Ｋ,日野市,8440,6400,ＲＣ,49,,,,所有権,,7,3,30,京王線, 平山城址公園駅,7,14840,
22,3100000,23.08,１Ｋ,八王子市,10200,5800,ＲＣ,49,有,無,,所有権,全部委託・巡回管理,7,3,29,京王高尾線, めじろ台駅,12,16000,12000
23,3100000,17.74,１Ｋ,日野市,7900,5320,ＲＣ,49,,,,所有権,全部委託・日勤管理,5,3,29,ＪＲ中央線, 豊田駅,13,13220,
24,3100000,19.6,１Ｋ,福生市,7580,3180,ＲＣ,63,無,,,所有権,,5,1,33,ＪＲ青梅線, 福生駅,10,10760,
25,3200000,16.2,ワンルーム,青梅市,4600,2190,ＲＣ,60,空無,有,,所有権,全部委託・巡回管理,6,4,29,ＪＲ青梅線, 東青梅駅,4,6790,
26,3200000,19.5,１Ｋ,八王子市,3000,4000,ＲＣ,20,無,有,,所有権,一部委託・巡回管理,4,2,32,京王高尾線, めじろ台駅,12,7000,
27,3200000,15.59,ワンルーム,八王子市,4900,2000,ＳＲＣ,136,空無,,,所有権,一部委託・巡回管理,8,3,27,ＪＲ中央線, 西八王子駅,60,6900,
28,3200000,15.59,ワンルーム,八王子市,4900,2000,ＳＲＣ,136,,,,所有権,一部委託・巡回管理,8,3,27,ＪＲ中央線, 西八王子駅,60,6900,
29,3200000,15.95,ワンルーム,日野市,5500,4000,ＲＣ,52,空無,無,,所有権,全部委託・巡回管理,6,5,30,ＪＲ中央線, 豊田駅,16,9500,
30,3300000,14.62,ワンルーム,立川市,2193,1462,鉄骨造,16,,,,所有権,一部委託・巡回管理,4,2,29,西武拝島線, 武蔵砂川駅,9,3655,
31,3300000,15.95,ワンルーム,日野市,5500,4105,ＲＣ,49,有,,,所有権,全部委託・巡回管理,6,4,30,ＪＲ中央線, 豊田駅,16,9605,7000
32,3400000,16.1,ワンルーム,八王子市,6300,2140,ＲＣ,118,無,有,,所有権,全部委託・日勤管理,6,1,35,ＪＲ中央線, 八王子駅,13,8440,
33,3450000,15.34,ワンルーム,八王子市,6000,3000,ＲＣ,63,無,有,,所有権,全部委託・日勤管理,5,4,38,京王線, 京王八王子駅,7,9000,
34,3500000,16.2,ワンルーム,八王子市,6000,6000,ＲＣ,46,,,,所有権,一部委託・日勤管理,4,3,37,京王相模原線, 大塚・帝京大学駅,9,12000,
35,3500000,16.5,１Ｋ,八王子市,5980,4000,ＲＣ,49,,,,所有権,全部委託・巡回管理,6,3,32,京王線, 京王八王子駅,10,9980,
36,3500000,18.62,ワンルーム,八王子市,6000,2000,ＲＣ,49,空無,有,,所有権,全部委託・巡回管理,5,3,29,ＪＲ中央線, 八王子駅,60,8000,
37,3500000,16.22,ワンルーム,八王子市,5500,4000,ＲＣ,75,無,,,所有権,全部委託・巡回管理,6,4,37,京王高尾線, 狭間駅,2,9500,
38,3500000,15.95,ワンルーム,日野市,5500,4000,ＲＣ,52,空無,無,,所有権,全部委託・巡回管理,6,5,30,ＪＲ中央線, 豊田駅,16,9500,
39,3540000,18.9,１Ｋ,八王子市,4700,2000,ＳＲＣ,49,,,,所有権,全部委託・巡回管理,10,4,31,ＪＲ中央線, 西八王子駅,12,6700,
40,3550000,35.84,２ＤＫ,青梅市,1500,7600,ＲＣ,49,,,,所有権,,3,3,41,ＪＲ青梅線, 東青梅駅,70,9100,
41,3550000,30.53,１ＤＫ,青梅市,6000,11200,ＲＣ,49,,,,所有権,,5,5,38,ＪＲ青梅線, 東青梅駅,3,17200,
42,3600000,16.5,ワンルーム,多摩市,6690,2230,ＲＣ,194,無,無,,所有権,全部委託・日勤管理,6,1,37,京王線, 聖蹟桜ヶ丘駅,6,8920,
43,3600000,16.64,ワンルーム,八王子市,2000,3000,ＲＣ,24,,,,所有権,一部委託・巡回管理,4,3,30,京王線, 京王八王子駅,20,5000,
44,3600000,18.9,ワンルーム,八王子市,4700,2000,ＳＲＣ,92,,,,所有権,全部委託・巡回管理,10,4,31,ＪＲ中央線, 西八王子駅,11,6700,
45,3700000,19.66,１Ｋ,八王子市,8700,5000,ＲＣ,43,空無,無,,所有権,全部委託・巡回管理,5,2,29,ＪＲ中央線, 八王子駅,15,13700,
46,3800000,52.65,３ＤＫ,青梅市,13990,8000,ＲＣ,49,近有,,,所有権,,4,3,41,ＪＲ青梅線, 青梅駅,4,21990,11000
47,3800000,18.29,１Ｋ,八王子市,8500,3820,ＲＣ,49,有,有,,所有権,,5,1,28,京王線, 京王八王子駅,16,12320,10000
48,3800000,20.58,ワンルーム,八王子市,5400,11200,ＲＣ,36,無,有,,所有権,全部委託・巡回管理,4,2,34,ＪＲ中央線, 八王子駅,8,16600,
49,3800000,16.83,ワンルーム,八王子市,6300,2140,ＲＣ,118,無,有,,所有権,全部委託・日勤管理,6,3,35,ＪＲ中央線, 八王子駅,13,8440,
50,3800000,45.92,１ＬＤＫ,羽村市,12190,11200,ＲＣ,49,,,,所有権,,5,5,46,ＪＲ青梅線, 小作駅,11,23390,
51,3800000,15.21,１Ｋ,日野市,6000,2000,ＳＲＣ,74,有,有,,所有権,全部委託・巡回管理,3,1,32,ＪＲ中央線, 豊田駅,15,8000,10500
52,3800000,17.01,１Ｋ,福生市,7500,4420,SRC・RC,50,無,無,,所有権,全部委託・巡回管理,9,5,29,ＪＲ八高線, 東福生駅,5,11920,
53,3900000,57.58,３ＤＫ,清瀬市,6800,7000,ＲＣ,380,空無,,,所有権,全部委託・日勤管理,5,5,48,西武池袋線, 清瀬駅,60,13800,
54,3900000,40.71,３ＤＫ,東村山市,5000,6000,ＲＣ,20,無,,,所有権,全部委託・巡回管理,5,4,40,西武新宿線, 久米川駅,12,11000,
55,3900000,17.01,１Ｋ,日野市,6000,2000,ＲＣ,12,空無,有,,所有権,全部委託・巡回管理,3,3,32,ＪＲ中央線, 豊田駅,14,8000,
56,3900000,26.53,ワンルーム,福生市,10400,7870,ＲＣ,49,,,,所有権,全部委託・日勤管理,6,2,30,ＪＲ青梅線, 福生駅,5,18270,
57,3950000,19.6,ワンルーム,八王子市,6640,6210,ＲＣ,94,空無,無,,所有権,全部委託・巡回管理,7,4,28,京王線, 北野駅,7,12850,
58,3980000,20.06,１Ｋ,八王子市,9350,4190,ＲＣ,101,,,,所有権,,5,3,28,ＪＲ中央線, 八王子駅,16,13540,
59,7300000,48.85,３ＤＫ,多摩市,4000,6000,ＲＣ,210,有,有,,所有権,,5,5,50,京王相模原線, 京王永山駅,12,10000,6000
60,7400000,19.44,１Ｋ,足立区,8165,3499,ＲＣ,29,,,,所有権,全部委託・巡回管理,7,5,32,ＪＲ千代田・常磐緩行線, 亀有駅,10,11664,
61,7400000,14.78,ワンルーム,板橋区,5000,3000,ＲＣ,49,,,,所有権,全部委託・日勤管理,4,2,33,東武東上線, 成増駅,5,8000,
62,7400000,55.79,３ＤＫ,青梅市,8100,1890,ＲＣ,69,無,,,所有権,全部委託・巡回管理,7,6,42,ＪＲ青梅線, 小作駅,10,9990,
63,7400000,19.38,ワンルーム,大田区,5000,6460,ＲＣ,41,無,無,,所有権,全部委託・巡回管理,4,4,39,都営浅草線, 馬込駅,6,11460,
64,7400000,24.5,１ＤＫ,小金井市,6100,6100,ＲＣ,37,無,,,所有権,全部委託・巡回管理,8,7,50,ＪＲ中央線, 武蔵小金井駅,8,12200,
65,7400000,12.25,ワンルーム,世田谷区,5000,4830,ＲＣ,16,,,,所有権,全部委託・巡回管理,4,4,40,京王線, 代田橋駅,2,9830,
66,7400000,30.41,１ＤＫ,多摩市,13190,9120,ＲＣ,25,空無,,,所有権,,5,5,33,京王線, 聖蹟桜ヶ丘駅,14,22310,
67,7400000,15.09,ワンルーム,中野区,9040,5410,鉄骨造,12,,,,所有権,全部委託・巡回管理,5,5,30,西武新宿線, 新井薬師前駅,5,14450,
68,7500000,18.09,１Ｋ,足立区,7700,6000,ＲＣ,49,,,,所有権,全部委託・日勤管理,5,3,33,東武伊勢崎線, 竹ノ塚駅,5,13700,
69,7500000,18.76,１Ｋ,足立区,7879,3377,ＲＣ,29,無,,,所有権,,7,6,32,ＪＲ千代田・常磐緩行線, 亀有駅,10,11256,
70,7500000,18.76,１Ｋ,足立区,7879,3377,ＲＣ,29,無,,,所有権,全部委託・巡回管理,7,6,32,ＪＲ千代田・常磐緩行線, 亀有駅,10,11256,
71,7500000,65.37,３ＤＫ,青梅市,8955,24840,ＳＲＣ,16,無,,,所有権,,10,6,30,ＪＲ青梅線, 青梅駅,4,33795,
72,7500000,56.1,３ＬＤＫ,青梅市,10000,20000,鉄骨造,49,近有,有,相談,所有権,,7,4,30,ＪＲ青梅線, 青梅駅,4,30000,10000
73,7500000,24.3,１ＤＫ,大田区,5000,6100,ＳＲＣ,292,,,,所有権,全部委託・日勤管理,5,1,46,京急本線, 平和島駅,8,11100,
74,7500000,21.93,ワンルーム,大田区,10970,8880,ＲＣ,34,,,,所有権,全部委託・巡回管理,5,3,33,京急本線, 京急蒲田駅,15,19850,
75,7500000,16.32,ワンルーム,北区,8400,5200,ＲＣ,56,,,,所有権,全部委託・巡回管理,6,1,29,ＪＲ京浜東北線, 上中里駅,3,13600,
76,7500000,16.32,ワンルーム,北区,8400,5200,ＲＣ,56,無,,,旧法賃借権,全部委託・巡回管理,6,1,29,ＪＲ京浜東北線, 上中里駅,3,13600,
77,7500000,16.08,１Ｋ,江東区,9000,5000,ＲＣ,32,,,,所有権,全部委託・巡回管理,4,3,33,都営新宿線, 大島駅,15,14000,
78,7500000,17.74,１Ｋ,小金井市,10413,11200,ＲＣ,36,無,無,,所有権,全部委託・巡回管理,4,3,30,ＪＲ中央線, 武蔵小金井駅,8,21613,
79,7500000,93.63,２ＤＫ,小平市,7800,11200,鉄骨造,12,無,,,所有権,,4,1,44,ＪＲ武蔵野線, 新小平駅,9,19000,
80,7500000,44.55,３ＤＫ,小平市,10200,13230,ＲＣ,49,,,,旧法賃借権,全部委託・日勤管理,6,5,40,西武新宿線, 花小金井駅,3,23430,
81,7500000,29.6,２Ｋ,杉並区,13990,11200,ＳＲＣ,1,,無,,所有権,,4,3,43,西武新宿線, 井荻駅,8,25190,
82,7500000,17.13,ワンルーム,杉並区,6600,3900,ＲＣ,41,,,,所有権,全部委託・巡回管理,4,3,37,京王井の頭線, 富士見ヶ丘駅,6,10500,
83,7500000,16.6,ワンルーム,杉並区,6900,6900,ＲＣ,36,,,,所有権,全部委託・巡回管理,4,2,31,東京メトロ丸ノ内方南支線, 方南町駅,11,13800,
84,7500000,25.02,１ＤＫ,墨田区,8460,5640,ＲＣ,43,無,無,,所有権,全部委託・巡回管理,5,4,47,東武亀戸線, 曳舟駅,4,14100,
85,7500000,16.36,ワンルーム,世田谷区,7000,3500,ＲＣ,34,無,,,所有権,全部委託・巡回管理,4,3,36,京王線, 八幡山駅,5,10500,
86,7500000,41.7,２ＬＤＫ,立川市,3365,9940,ＲＣ,876,空無,,,所有権,,5,5,53,ＪＲ中央線, 立川駅,15,13305,
87,7500000,34.49,１ＬＤＫ,多摩市,14960,10340,ＲＣ,25,無,有,,所有権,全部委託・日勤管理,5,3,33,京王線, 聖蹟桜ヶ丘駅,14,25300,
88,7500000,12.82,ワンルーム,中野区,4000,5100,ＲＣ,21,無,,,所有権,全部委託・巡回管理,3,1,42,東京メトロ丸ノ内方南支線, 中野新橋駅,5,9100,
89,8400000,16.52,ワンルーム,大田区,5500,4000,ＲＣ,35,,,,所有権,全部委託・巡回管理,5,4,32,京急本線, 大森町駅,11,9500,
90,8400000,16.03,ワンルーム,大田区,10800,4320,ＲＣ,49,,,,所有権,全部委託・巡回管理,4,1,32,東急多摩川線, 沼部駅,5,15120,
91,8400000,16.79,ワンルーム,葛飾区,7000,3000,ＲＣ,32,,,,所有権,全部委託・巡回管理,4,3,33,京成押上線, 京成立石駅,17,10000,
92,8400000,24.71,ワンルーム,新宿区,8220,11340,ＲＣ,31,無,,,旧法賃借権,全部委託・日勤管理,7,3,36,都営大江戸線, 落合南長崎駅,4,19560,
93,8400000,12.25,ワンルーム,世田谷区,5000,4830,ＲＣ,16,,,,所有権,全部委託・巡回管理,4,3,40,京王線, 代田橋駅,2,9830,
94,8400000,25.92,ワンルーム,世田谷区,6000,6000,ＲＣ,49,無,,,所有権,,3,3,45,東急大井町線, 尾山台駅,12,12000,
95,8400000,13.68,ワンルーム,世田谷区,4000,4440,ＲＣ,29,無,無,,所有権,全部委託・巡回管理,3,1,40,東急田園都市線, 三軒茶屋駅,11,8440,
96,8400000,16.4,１Ｋ,世田谷区,14220,11200,ＲＣ,43,,,,所有権,全部委託・巡回管理,5,4,29,京王線, 千歳烏山駅,6,25420,
97,8400000,16.47,ワンルーム,豊島区,8000,10000,ＲＣ,46,無,空無,,所有権,全部委託・巡回管理,4,2,33,東京メトロ有楽町線, 要町駅,12,18000,
98,8400000,12.8,ワンルーム,武蔵野市,5000,5020,ＲＣ,42,無,,,所有権,全部委託・巡回管理,4,2,34,ＪＲ中央線, 三鷹駅,12,10020,
99,8450000,14.54,ワンルーム,世田谷区,5800,1900,ＲＣ,98,無,,,所有権,,5,2,36,小田急小田原線, 経堂駅,6,7700,
100,8480000,18.76,１Ｋ,板橋区,6800,4700,ＲＣ,49,,,,所有権,全部委託・日勤管理,6,2,30,東武東上線, ときわ台駅,15,11500,
101,8500000,44.2,２ＤＫ,足立区,7000,10000,ＳＲＣ,248,有,,,所有権,全部委託・巡回管理,14,1,50,東武伊勢崎線, 竹ノ塚駅,18,17000,10000
102,8500000,44.2,３ＳＤＫ,足立区,7000,10000,ＳＲＣ,248,,,,所有権,全部委託・日勤管理,14,1,50,東武伊勢崎線, 竹ノ塚駅,18,17000,
103,8500000,40.46,ワンルーム,足立区,5000,11200,鉄骨造,11,無,無,,所有権,,3,1,45,東武伊勢崎線, 竹ノ塚駅,60,16200,
104,8500000,18.82,１Ｋ,板橋区,10138,2690,ＳＲＣ,54,無,無,,所有権,全部委託・巡回管理,12,6,30,東武東上線, 大山駅,10,12828,
105,8500000,22.14,１Ｋ,板橋区,5540,6640,ＲＣ,71,,,,所有権,,7,7,46,都営三田線, 西台駅,15,12180,
106,8500000,18.53,１Ｋ,板橋区,10190,9160,ＲＣ,19,無,,,所有権,全部委託・日勤管理,5,5,29,東武東上線, 上板橋駅,12,19350,
107,8500000,16.77,ワンルーム,板橋区,6000,2950,ＲＣ,29,,,,所有権,全部委託・巡回管理,4,3,34,都営三田線, 板橋本町駅,3,8950,
108,8500000,51.01,２ＬＤＫ,稲城市,3618,14875,ＲＣ,902,有,,,所有権,一部委託・日勤管理,5,5,49,小田急多摩線, 栗平駅,15,18493,8000
109,8500000,57.16,３ＤＫ,青梅市,10600,11430,ＲＣ,136,空無,,,所有権,全部委託・日勤管理,11,3,29,ＪＲ青梅線, 青梅駅,14,22030,
110,8500000,60.68,３ＤＫ,青梅市,11300,12140,ＲＣ,134,有,有,,所有権,全部委託・日勤管理,11,2,29,ＪＲ青梅線, 青梅駅,14,23440,9000
111,8500000,32.4,２Ｋ,大田区,2000,8000,ＲＣ,49,,,,所有権,,3,3,42,東急池上線, 長原駅,11,10000,
112,8500000,16.12,ワンルーム,大田区,9900,4100,ＲＣ,39,無,無,,所有権,全部委託・巡回管理,5,5,34,東急多摩川線, 矢口渡駅,6,14000,
113,8500000,24.91,１ＤＫ,大田区,6500,2000,ＲＣ,28,無,,,所有権,,5,2,56,都営浅草線, 西馬込駅,15,8500,
114,8500000,24.18,ワンルーム,葛飾区,7100,6300,ＲＣ,52,,,,所有権,全部委託・巡回管理,5,5,33,京成本線, 堀切菖蒲園駅,7,13400,
115,8500000,25.11,１Ｋ,葛飾区,10100,6250,ＲＣ,38,空無,無,,所有権,全部委託・巡回管理,5,2,29,京成押上線, 四ツ木駅,11,16350,
116,8500000,16.11,ワンルーム,北区,6500,4000,ＲＣ,62,,,,所有権,全部委託・巡回管理,4,4,33,都営三田線, 新板橋駅,10,10500,
117,8500000,14.16,ワンルーム,北区,6800,3000,ＲＣ,30,,,,所有権,全部委託・日勤管理,5,2,36,ＪＲ東北本線, 赤羽駅,10,9800,
118,8500000,27.09,２ＤＫ,小金井市,12800,11200,ＲＣ,15,無,無,,旧法賃借権,,7,7,47,ＪＲ中央線, 武蔵小金井駅,5,24000,
119,9000000,16.94,ワンルーム,渋谷区,4800,2300,ＳＲＣ,186,無,,,所有権,全部委託・日勤管理,10,4,34,京王線, 笹塚駅,5,7100,
120,9000000,14.52,ワンルーム,渋谷区,4200,2000,SRC・RC,186,無,無,,所有権,全部委託・常駐管理,10,7,34,京王線, 笹塚駅,5,6200,
121,9000000,15.08,ワンルーム,新宿区,5000,5300,鉄骨造,38,無,無,,所有権,全部委託・巡回管理,5,1,42,東京メトロ丸ノ内線, 四谷三丁目駅,7,10300,
122,9000000,16.06,ワンルーム,杉並区,8500,8340,ＲＣ,21,無,,,所有権,全部委託・日勤管理,3,1,34,京王線, 桜上水駅,9,16840,
123,9000000,19.68,ワンルーム,墨田区,9000,9807,ＲＣ,49,,,,所有権,全部委託・日勤管理,7,3,29,都営浅草線, 押上駅,5,18807,
124,9000000,19.39,ワンルーム,世田谷区,11900,3240,ＲＣ,39,,,,旧法賃借権,全部委託・巡回管理,5,2,30,東急大井町線, 尾山台駅,5,15140,
125,9000000,15.12,ワンルーム,世田谷区,5200,5000,ＲＣ,29,無,,,所有権,全部委託・巡回管理,5,5,38,東急田園都市線, 桜新町駅,9,10200,
126,9000000,13.13,ワンルーム,世田谷区,4500,5020,ＲＣ,24,,,,所有権,全部委託・巡回管理,4,1,37,東急世田谷線, 上町駅,10,9520,
127,9000000,14.51,ワンルーム,世田谷区,5500,6000,ＲＣ,30,無,無,,所有権,全部委託・巡回管理,4,4,37,東急東横線, 田園調布駅,7,11500,
128,9000000,30.94,２ＤＫ,西東京市,5710,3900,ＲＣ,79,無,,,所有権,全部委託・日勤管理,8,2,41,西武池袋線, 保谷駅,5,9610,
129,9000000,16.38,１Ｋ,練馬区,6000,7390,ＲＣ,35,,,,所有権,全部委託・日勤管理,4,3,28,西武新宿線, 上石神井駅,8,13390,
130,9000000,38.54,２ＤＫ,練馬区,11720,9000,ＲＣ,35,,,,所有権,一部委託・巡回管理,9,3,47,東武東上線, 東武練馬駅,10,20720,
131,9000000,16.52,ワンルーム,練馬区,6500,4720,ＲＣ,60,,,,所有権,全部委託・巡回管理,7,5,27,西武新宿線, 武蔵関駅,9,11220,
132,9100000,16.8,ワンルーム,江東区,6048,3410,ＳＲＣ,59,無,,,所有権,全部委託・巡回管理,10,5,31,ＪＲ総武線, 亀戸駅,8,9458,
133,9100000,14.58,１Ｋ,世田谷区,6197,5670,ＲＣ,48,,,,所有権,全部委託・巡回管理,5,2,37,小田急小田原線, 豪徳寺駅,8,11867,
134,9100000,14.47,ワンルーム,世田谷区,6000,4130,ＲＣ,40,無,,,所有権,全部委託・巡回管理,5,2,35,京王線, 千歳烏山駅,7,10130,
135,9100000,14.59,ワンルーム,世田谷区,5800,1910,ＲＣ,98,無,,,所有権,全部委託・巡回管理,5,1,36,小田急小田原線, 経堂駅,6,7710,
136,9100000,16.69,ワンルーム,台東区,13405,11200,ＳＲＣ,45,無,無,,所有権,全部委託・巡回管理,8,5,31,東京メトロ日比谷線, 三ノ輪駅,11,24605,
137,9190000,13.51,ワンルーム,世田谷区,5500,5000,ＲＣ,28,,,,所有権,全部委託・巡回管理,4,4,37,東急大井町線, 上野毛駅,7,10500,
138,9200000,32.4,２ＤＫ,板橋区,10800,2980,ＳＲＣ,83,,,,所有権,全部委託・日勤管理,14,11,45,都営三田線, 志村坂上駅,2,13780,
139,9200000,18.58,１Ｋ,板橋区,9100,8140,ＲＣ,29,,,,所有権,,5,5,30,都営三田線, 本蓮沼駅,11,17240,
140,9200000,18.58,１Ｋ,板橋区,9100,8140,ＲＣ,29,,,,所有権,全部委託・巡回管理,5,5,30,都営三田線, 本蓮沼駅,11,17240,
141,9200000,16.02,ワンルーム,大田区,6900,3000,ＲＣ,51,無,無,,所有権,全部委託・巡回管理,5,2,34,京急本線, 雑色駅,9,9900,
142,9200000,14.0,ワンルーム,品川区,5000,5030,ＲＣ,88,無,,,所有権,全部委託・巡回管理,5,2,36,ＪＲ京浜東北線, 大井町駅,8,10030,
143,9200000,12.03,ワンルーム,新宿区,5000,2640,ＲＣ,25,無,,,所有権,全部委託・巡回管理,4,2,37,ＪＲ総武線, 東中野駅,6,7640,
144,9200000,9.96,ワンルーム,新宿区,7500,3000,ＲＣ,33,,,,所有権,全部委託・巡回管理,4,1,37,ＪＲ総武線, 大久保駅,4,10500,
145,9200000,16.24,１Ｋ,杉並区,5200,9130,ＲＣ,63,無,,,所有権,全部委託・巡回管理,4,4,35,京王井の頭線, 高井戸駅,8,14330,
146,9200000,14.59,ワンルーム,世田谷区,5200,5000,ＲＣ,29,無,,,所有権,全部委託・巡回管理,5,5,38,東急田園都市線, 桜新町駅,9,10200,
147,9200000,17.36,ワンルーム,世田谷区,9710,4170,ＲＣ,21,,,,所有権,全部委託・日勤管理,7,5,34,東急東横線, 田園調布駅,8,13880,
148,9200000,17.36,ワンルーム,世田谷区,9710,4170,ＲＣ,21,,,,所有権,全部委託・巡回管理,7,5,34,東急東横線, 田園調布駅,8,13880,
149,9800000,16.5,１Ｋ,練馬区,4560,5400,ＲＣ,96,,,,所有権,全部委託・巡回管理,5,3,37,西武池袋線, 中村橋駅,3,9960,
150,9800000,16.5,１Ｋ,練馬区,4560,5400,ＲＣ,96,,,,所有権,全部委託・巡回管理,5,2,37,西武池袋線, 中村橋駅,5,9960,
151,9800000,21.45,１Ｋ,練馬区,7600,5320,ＲＣ,49,,,,所有権,全部委託・巡回管理,5,2,31,西武新宿線, 上石神井駅,10,12920,
152,9800000,16.98,ワンルーム,練馬区,5000,5500,ＲＣ,41,,,,所有権,全部委託・巡回管理,4,3,34,西武新宿線, 上石神井駅,11,10500,
153,9800000,18.54,１Ｋ,練馬区,13990,11200,ＳＲＣ,129,無,,,所有権,全部委託・日勤管理,10,5,45,西武有楽町線, 新桜台駅,5,25190,
154,9800000,23.22,１ＤＫ,練馬区,5900,4400,ＳＲＣ,126,無,有,,所有権,全部委託・日勤管理,10,5,45,西武池袋線, 桜台駅,5,10300,
155,9800000,19.17,１Ｋ,練馬区,7480,7670,ＲＣ,37,,,,所有権,全部委託・巡回管理,5,1,29,西武池袋線, 大泉学園駅,10,15150,
156,9800000,52.65,３ＤＫ,八王子市,6560,8030,ＳＲＣ,49,空無,有,,所有権,,11,11,49,京王高尾線, 狭間駅,9,14590,
157,9800000,61.25,２ＳＬＤＫ,羽村市,6100,17800,ＲＣ,62,空無,,,所有権,全部委託・日勤管理,8,1,45,ＪＲ青梅線, 小作駅,5,23900,
158,9800000,57.72,２ＤＫ,羽村市,14150,7080,ＲＣ,17,無,,,所有権,全部委託・巡回管理,4,1,30,ＪＲ青梅線, 羽村駅,9,21230,
159,9800000,47.99,２ＬＤＫ,東久留米市,3000,11200,ＲＣ,50,空無,,,所有権,,5,4,52,西武新宿線, 花小金井駅,60,14200,
160,9800000,65.05,３ＬＤＫ,東久留米市,3000,11200,ＲＣ,1,空無,,,所有権,,5,2,52,西武新宿線, 花小金井駅,60,14200,
161,9800000,72.68,４ＤＫ,東村山市,8500,11500,ＲＣ,40,有,,,所有権,全部委託・巡回管理,5,4,51,西武新宿線, 久米川駅,14,20000,
162,9800000,44.93,２ＬＤＫ,東村山市,12000,3000,鉄骨造,15,,,,所有権,一部委託・巡回管理,3,2,43,西武新宿線, 久米川駅,5,15000,
163,9800000,44.93,２ＬＤＫ,東村山市,12000,3000,ＲＣ,15,,,,所有権,一部委託・巡回管理,3,2,43,西武新宿線, 久米川駅,5,15000,
164,9800000,48.6,３ＤＫ,東村山市,12000,3000,鉄骨造,15,無,無,,所有権,一部委託・巡回管理,3,2,43,西武新宿線, 久米川駅,5,15000,
165,9800000,44.93,２ＬＤＫ,東村山市,15000,11200,鉄骨造,15,無,,,所有権,,3,2,43,西武新宿線, 久米川駅,5,26200,
