,price,occupancy_area,room_layout,address,management_expenses,reserve_fund_for_repairs,building_structure,total_number_of_houses,parking,bike_parking,pet,land_rights,management,rank,floor_number,building_age,route,station,walk_distance,running_cost,parking_cost
388,14900000,20.95,１Ｋ,北区,8970,6008,ＲＣ,19,無,無,,所有権,全部委託・日勤管理,5,3,31,東京メトロ南北線, 赤羽岩淵駅,2,14978,
389,14900000,20.95,１Ｋ,北区,8970,6008,ＲＣ,19,無,無,,所有権,全部委託・日勤管理,5,3,31,ＪＲ埼京線, 赤羽駅,8,14978,
390,14900000,20.66,１Ｋ,江東区,6470,9710,ＲＣ,34,無,,,所有権,全部委託・巡回管理,7,6,14,東京メトロ東西線, 木場駅,12,16180,
391,14900000,29.05,１ＬＤＫ,江東区,5000,11200,ＲＣ,10,,,,所有権,,5,4,48,東京メトロ半蔵門線, 清澄白河駅,2,16200,
392,14900000,42.06,２ＤＫ,小金井市,7900,9500,ＲＣ,28,無,,,所有権,,3,3,42,ＪＲ中央線, 武蔵小金井駅,11,17400,
393,14900000,18.87,ワンルーム,品川区,6100,5200,ＲＣ,127,無,,,所有権,全部委託・巡回管理,5,4,28,ＪＲ京浜東北線, 大井町駅,7,11300,
394,14900000,25.92,ワンルーム,新宿区,5000,7990,ＲＣ,15,無,無,,所有権,,4,1,40,ＪＲ中央線, 四ツ谷駅,6,12990,
395,14900000,32.16,３Ｋ,杉並区,7100,1700,ＲＣ,38,無,無,,所有権,,6,5,51,西武新宿線, 下井草駅,4,8800,
396,14900000,32.16,３Ｋ,杉並区,7100,1700,ＲＣ,38,無,,,所有権,,6,5,51,西武新宿線, 下井草駅,4,8800,
397,14900000,32.16,３Ｋ,杉並区,7100,1700,ＲＣ,38,,,,所有権,,6,5,51,西武新宿線, 下井草駅,4,8800,
398,14900000,32.16,３Ｋ,杉並区,7100,1700,ＲＣ,38,,,,所有権,,6,5,51,西武新宿線, 下井草駅,4,8800,
399,14900000,21.17,ワンルーム,墨田区,7600,4420,ＳＲＣ,119,,有,,所有権,全部委託・常駐管理,13,5,50,都営大江戸線, 両国駅,3,12020,
400,14900000,21.17,ワンルーム,墨田区,7600,4420,ＳＲＣ,49,,有,,所有権,全部委託・常駐管理,13,5,50,都営大江戸線, 両国駅,3,12020,
401,14900000,21.17,ワンルーム,墨田区,7600,4420,ＳＲＣ,119,,,,所有権,全部委託・巡回管理,13,5,50,都営大江戸線, 両国駅,3,12020,
402,14900000,21.17,ワンルーム,墨田区,7600,4420,ＳＲＣ,119,無,空無,,所有権,全部委託・常駐管理,13,5,50,ＪＲ総武線, 両国駅,5,12020,
403,14900000,21.17,ワンルーム,墨田区,7600,4420,ＳＲＣ,119,,,,所有権,全部委託・常駐管理,13,5,50,ＪＲ総武線, 両国駅,5,12020,
404,14900000,21.17,ワンルーム,墨田区,7600,4420,ＳＲＣ,119,,,,所有権,全部委託・常駐管理,13,5,50,ＪＲ総武線, 両国駅,5,12020,
405,14900000,21.17,ワンルーム,墨田区,7600,4420,ＳＲＣ,119,,,,所有権,全部委託・常駐管理,13,5,50,ＪＲ総武線, 両国駅,5,12020,
406,14900000,33.84,１ＬＤＫ,世田谷区,4000,10000,ＲＣ,33,空無,,小型犬可 											猫可,旧法賃借権,全部委託・巡回管理,6,5,57,東急田園都市線, 桜新町駅,3,14000,
407,14900000,19.21,ワンルーム,台東区,8300,5550,ＳＲＣ,49,,,,所有権,全部委託・巡回管理,9,7,32,東京メトロ日比谷線, 入谷駅,8,13850,
408,14900000,81.87,３ＬＤＫ,多摩市,4800,16000,ＲＣ,240,有,,,所有権,一部委託・日勤管理,5,5,37,京王相模原線, 京王永山駅,15,20800,6000
409,14900000,33.6,１ＳＤＫ,調布市,12100,6720,ＲＣ,87,,,,所有権,,3,1,29,京王線, 国領駅,8,18820,
410,15100000,21.6,ワンルーム,中央区,7100,1300,ＳＲＣ,77,,,,所有権,全部委託・巡回管理,11,3,40,東京メトロ日比谷線, 築地駅,4,8400,
411,15100000,20.25,１Ｋ,豊島区,3560,5050,ＳＲＣ,169,,,,所有権,全部委託・巡回管理,11,1,36,ＪＲ山手線, 大塚駅,6,8610,
412,15200000,21.55,１Ｋ,国分寺市,4900,3000,ＲＣ,62,空無,有,,所有権,全部委託・巡回管理,5,2,13,ＪＲ中央線, 国分寺駅,13,7900,
413,15200000,16.43,ワンルーム,渋谷区,8300,4950,ＲＣ,10,無,無,,所有権,全部委託・巡回管理,7,5,36,京王井の頭線, 渋谷駅,6,13250,
414,15200000,20.01,ワンルーム,渋谷区,7100,6800,ＳＲＣ,101,,,,所有権,全部委託・日勤管理,14,14,45,京王線, 初台駅,3,13900,
415,15200000,20.01,ワンルーム,渋谷区,7100,6800,ＳＲＣ,99,空無,,,所有権,全部委託・日勤管理,14,14,46,京王線, 初台駅,5,13900,
416,15200000,19.44,ワンルーム,世田谷区,4100,4800,ＲＣ,70,,,,所有権,全部委託・日勤管理,7,4,49,東急田園都市線, 三軒茶屋駅,3,8900,
417,15200000,16.91,ワンルーム,中央区,10330,5070,ＳＲＣ,49,無,無,,所有権,全部委託・日勤管理,11,2,41,東京メトロ銀座線, 三越前駅,4,15400,
418,15300000,21.0,ワンルーム,品川区,8200,11200,ＳＲＣ,115,無,,,所有権,全部委託・巡回管理,11,8,29,京急本線, 大森海岸駅,6,19400,
419,15300000,21.12,ワンルーム,品川区,8200,11200,ＳＲＣ,115,無,,,所有権,全部委託・日勤管理,11,10,29,京急本線, 大森海岸駅,6,19400,
420,15300000,18.5,ワンルーム,新宿区,6200,6200,ＳＲＣ,41,無,,,所有権,全部委託・日勤管理,7,2,39,都電荒川線, 早稲田駅,2,12400,
421,15300000,20.22,１Ｋ,杉並区,9100,12600,ＲＣ,21,無,,,所有権,全部委託・巡回管理,8,2,16,ＪＲ中央線, 荻窪駅,15,21700,
422,15300000,21.65,ワンルーム,世田谷区,7200,4800,ＳＲＣ,7,無,,,所有権,,4,1,47,京王井の頭線, 池ノ上駅,5,12000,
423,15300000,21.65,ワンルーム,世田谷区,7200,4800,ＳＲＣ,7,無,,,所有権,,4,1,47,京王井の頭線, 池ノ上駅,5,12000,
424,15300000,20.93,ワンルーム,豊島区,6500,4725,ＳＲＣ,49,,,,所有権,全部委託・日勤管理,12,4,38,ＪＲ山手線, 池袋駅,5,11225,
425,15300000,21.19,ワンルーム,豊島区,3730,5250,ＳＲＣ,169,有,有,,所有権,全部委託・常駐管理,11,3,36,ＪＲ山手線, 大塚駅,8,8980,30000
426,15300000,20.4,１Ｋ,文京区,6100,4650,ＳＲＣ,68,空無,,,所有権,全部委託・巡回管理,11,6,32,東京メトロ有楽町線, 護国寺駅,4,10750,
427,15300000,20.16,１Ｋ,港区,4650,2000,ＲＣ,63,空無,有,,所有権,,7,3,50,東京メトロ南北線, 白金高輪駅,8,6650,
428,15400000,22.49,１Ｋ,江東区,8200,7120,ＲＣ,51,,,,所有権,全部委託・巡回管理,9,2,29,東京メトロ半蔵門線, 清澄白河駅,8,15320,
429,15400000,21.62,ワンルーム,新宿区,6450,7460,ＳＲＣ,158,,,,所有権,全部委託・日勤管理,11,4,41,都営大江戸線, 都庁前駅,6,13910,
430,15400000,18.29,ワンルーム,杉並区,6000,3500,ＲＣ,30,,,,所有権,全部委託・巡回管理,4,3,25,ＪＲ中央線, 荻窪駅,7,9500,
431,15400000,20.15,ワンルーム,中央区,7280,7060,ＳＲＣ,54,,,,所有権,全部委託・常駐管理,11,8,37,東京メトロ日比谷線, 八丁堀駅,6,14340,
432,15400000,29.18,１ＤＫ,中央区,16560,4140,ＳＲＣ,45,,,,所有権,,10,9,47,都営大江戸線, 勝どき駅,3,20700,
433,15400000,22.08,１Ｋ,練馬区,6800,5140,ＲＣ,77,,,,所有権,全部委託・巡回管理,11,8,15,西武池袋線, 中村橋駅,5,11940,
434,15500000,39.11,２ＤＫ,足立区,8625,6000,ＳＲＣ,45,,,,所有権,,9,3,47,ＪＲ千代田・常磐緩行線, 亀有駅,7,14625,
435,15500000,20.3,１Ｋ,葛飾区,4060,1020,ＲＣ,134,,,,所有権,全部委託・巡回管理,10,6,3,京成本線, お花茶屋駅,14,5080,
436,15500000,21.03,１Ｋ,杉並区,6480,5200,ＲＣ,36,,,,所有権,全部委託・巡回管理,4,1,15,京王井の頭線, 高井戸駅,9,11680,
437,15500000,30.4,１ＤＫ,世田谷区,6500,11700,ＲＣ,48,,,,所有権,全部委託・巡回管理,6,3,50,小田急小田原線, 豪徳寺駅,5,18200,
438,15500000,57.4,２ＳＬＤＫ,多摩市,14900,10330,ＲＣ,16,有,,相談,所有権,全部委託・巡回管理,4,1,26,京王相模原線, 京王永山駅,12,25230,12000
439,15800000,50.87,２ＬＤＫ,東村山市,7260,10000,ＲＣ,68,無,有,相談,所有権,全部委託・日勤管理,7,2,47,西武新宿線, 久米川駅,8,17260,
440,15800000,50.87,２ＬＤＫ,東村山市,7260,10000,ＲＣ,68,無,,犬猫２匹まで,所有権,全部委託・日勤管理,7,2,47,西武新宿線, 久米川駅,8,17260,
441,15800000,50.87,２ＬＤＫ,東村山市,7260,10000,ＲＣ,68,無,有,相談,所有権,全部委託・日勤管理,7,2,47,西武新宿線, 久米川駅,8,17260,
442,15800000,50.87,２ＬＤＫ,東村山市,7260,10000,ＲＣ,68,無,有,相談,所有権,全部委託・日勤管理,7,2,47,西武新宿線, 久米川駅,8,17260,
443,15800000,50.87,２ＬＤＫ,東村山市,7260,10000,ＲＣ,68,無,,,所有権,全部委託・日勤管理,7,2,47,西武新宿線, 久米川駅,8,17260,
444,15800000,50.87,２ＬＤＫ,東村山市,7260,10000,ＲＣ,63,,,相談,所有権,全部委託・日勤管理,7,2,47,西武新宿線, 久米川駅,8,17260,
445,15800000,50.87,２ＬＤＫ,東村山市,7260,10000,ＲＣ,68,無,,,所有権,全部委託・日勤管理,7,2,47,西武新宿線, 久米川駅,8,17260,
446,15800000,50.87,２ＬＤＫ,東村山市,7260,10000,ＲＣ,68,無,有,,所有権,全部委託・日勤管理,7,2,47,西武新宿線, 久米川駅,8,17260,
447,15800000,50.87,２ＳＬＤＫ,東村山市,7260,10000,ＲＣ,68,無,有,相談,所有権,,2,2,47,西武新宿線, 久米川駅,8,17260,
448,15800000,50.87,２ＬＤＫ,東村山市,7260,10000,ＲＣ,68,無,有,小型犬可 											猫可 											2匹まで可、要事前承認,所有権,全部委託・日勤管理,7,2,47,西武新宿線, 久米川駅,8,17260,
449,15800000,50.87,２ＬＤＫ,東村山市,7260,10000,ＲＣ,68,無,,相談,所有権,全部委託・日勤管理,7,2,47,西武新宿線, 久米川駅,8,17260,
450,15800000,50.87,２ＬＤＫ,東村山市,7260,10000,ＲＣ,68,無,有,相談,所有権,全部委託・日勤管理,7,2,47,西武新宿線, 久米川駅,8,17260,
451,15800000,50.87,２ＬＤＫ,東村山市,7260,10000,ＲＣ,68,無,,相談,所有権,,7,2,47,西武新宿線, 久米川駅,9,17260,
452,15800000,50.87,２ＬＤＫ,東村山市,7260,10000,ＲＣ,68,無,有,相談,所有権,全部委託・日勤管理,7,2,47,西武新宿線, 久米川駅,9,17260,
453,15800000,50.87,２ＬＤＫ,東村山市,7260,10000,ＲＣ,68,無,有,小型犬可 											猫可 											犬・猫2匹まで可。要事前承認,所有権,全部委託・日勤管理,7,2,47,西武新宿線, 久米川駅,9,17260,
454,15800000,50.87,２ＬＤＫ,東村山市,7260,10000,ＲＣ,68,無,,相談,所有権,全部委託・日勤管理,7,2,47,西武新宿線, 東村山駅,10,17260,
455,15800000,50.87,２ＬＤＫ,東村山市,7260,100000,ＲＣ,68,無,有,犬猫２匹まで可、要事前承認,所有権,全部委託・日勤管理,7,2,47,西武新宿線, 久米川駅,10,107260,
456,15800000,50.87,２ＬＤＫ,東村山市,7260,10000,ＲＣ,68,無,,相談,所有権,全部委託・日勤管理,7,2,47,西武新宿線, 東村山駅,10,17260,
457,15800000,56.83,２ＬＤＫ,東大和市,5000,12000,ＲＣ,84,有,,,所有権,全部委託・日勤管理,3,2,45,西武拝島線, 桜街道駅,12,17000,5000
458,15800000,51.78,２ＬＤＫ,府中市,4000,6000,ＲＣ,50,有,有,,所有権,一部委託・日勤管理,5,4,45,京王線, 武蔵野台駅,10,10000,7000
459,15800000,61.92,３ＬＤＫ,府中市,5000,8000,ＳＲＣ,49,,,"有 1,500円/年",有,,10,6,47,京王線, 中河原駅,7,13000,
460,15800000,70.52,３ＬＤＫ,福生市,10400,9870,ＳＲＣ,49,有,,相談,所有権,全部委託・日勤管理,13,3,24,ＪＲ青梅線, 福生駅,15,20270,6000
461,15800000,70.52,３ＬＤＫ,福生市,10400,9870,ＲＣ,135,有,,,所有権,全部委託・日勤管理,13,3,24,ＪＲ青梅線, 福生駅,16,20270,9000
462,15800000,24.78,１Ｋ,文京区,8000,11200,ＲＣ,23,,,,所有権,全部委託・常駐管理,5,3,31,東京メトロ丸ノ内線, 茗荷谷駅,5,19200,
463,15800000,24.37,１Ｋ,文京区,13650,1365,ＳＲＣ,25,無,,,所有権,,7,2,36,都営三田線, 千石駅,1,15015,
464,15800000,64.1,３ＬＤＫ,町田市,15900,15150,ＲＣ,33,,,相談,所有権,全部委託・巡回管理,5,1,30,ＪＲ横浜線, 古淵駅,16,31050,
465,15800000,17.02,ワンルーム,港区,10480,1050,ＳＲＣ,40,無,無,,所有権,全部委託・日勤管理,10,6,40,東京メトロ南北線, 溜池山王駅,1,11530,
466,15800000,13.8,ワンルーム,港区,13193,2638,ＳＲＣ,710,空無,空無,,所有権,,10,8,50,東京メトロ千代田線, 赤坂駅,6,15831,
467,16480000,54.22,２ＬＤＫ,町田市,15400,10470,ＲＣ,19,有,,相談,所有権,全部委託・巡回管理,5,4,25,京王相模原線, 多摩境駅,60,25870,7000
468,16480000,54.22,２ＬＤＫ,町田市,15400,10470,ＲＣ,19,有,,,所有権,全部委託・日勤管理,5,4,25,京王相模原線, 多摩境駅,29,25870,7000
469,16480000,54.22,２ＬＤＫ,町田市,15400,10470,ＲＣ,19,空無,,,所有権,全部委託・巡回管理,5,4,25,京王相模原線, 多摩境駅,60,25870,
470,16480000,54.22,２ＬＤＫ,町田市,15400,10470,ＲＣ,19,有,,相談,所有権,全部委託・巡回管理,5,4,25,京王相模原線, 多摩境駅,60,25870,6000
471,16480000,54.22,２ＬＤＫ,町田市,15400,10470,ＲＣ,19,,有,相談,所有権,全部委託・巡回管理,5,4,25,京王相模原線, 多摩境駅,60,25870,
472,16500000,37.42,１ＬＤＫ,足立区,8500,8000,ＳＲＣ,87,,,,所有権,,10,4,47,東京メトロ千代田線, 北綾瀬駅,10,16500,
473,16500000,37.42,１ＬＤＫ,足立区,8500,8000,ＲＣ,87,無,有,,所有権,,10,4,47,東京メトロ千代田線, 北綾瀬駅,10,16500,
474,16500000,21.54,１Ｋ,板橋区,10700,7500,ＲＣ,26,,,小型犬可 											猫可,所有権,全部委託・巡回管理,6,2,13,都営三田線, 本蓮沼駅,3,18200,
475,16500000,55.18,２ＳＤＫ,板橋区,15100,12140,ＲＣ,34,,,,所有権,,5,3,30,都営三田線, 新高島平駅,10,27240,
476,16500000,16.38,ワンルーム,大田区,4430,6420,ＲＣ,491,空無,無,,所有権,全部委託・日勤管理,4,2,14,京急本線, 昭和島駅,13,10850,
477,16500000,20.58,１Ｋ,大田区,7000,6750,ＲＣ,26,,,,所有権,全部委託・巡回管理,6,1,11,東急池上線, 洗足池駅,5,13750,
478,16500000,56.7,２ＬＤＫ,葛飾区,21970,18144,ＲＣ,15,,,,所有権,全部委託・巡回管理,6,4,33,ＪＲ千代田・常磐緩行線, 亀有駅,10,40114,
479,16500000,48.6,２ＤＫ,江東区,7530,12190,ＳＲＣ,526,,,,所有権,全部委託・日勤管理,14,5,49,東京メトロ東西線, 南砂町駅,15,19720,
480,16500000,20.8,ワンルーム,渋谷区,7400,2700,ＲＣ,23,,,,所有権,,3,1,37,小田急小田原線, 代々木上原駅,5,10100,
481,16500000,18.9,ワンルーム,渋谷区,7000,4900,ＲＣ,95,空無,,,所有権,全部委託・日勤管理,5,1,38,ＪＲ総武線, 千駄ヶ谷駅,8,11900,
482,16500000,21.47,ワンルーム,新宿区,11150,3980,ＳＲＣ,83,無,無,,所有権,全部委託・日勤管理,12,6,44,都営大江戸線, 都庁前駅,6,15130,
483,16500000,21.54,１Ｋ,墨田区,5750,2600,ＲＣ,14,無,,,所有権,全部委託・巡回管理,4,2,15,都営新宿線, 菊川駅,5,8350,
484,16500000,29.57,ワンルーム,墨田区,8520,6680,ＲＣ,32,,,,所有権,全部委託・巡回管理,9,2,38,ＪＲ総武線, 両国駅,2,15200,
485,16500000,29.57,ワンルーム,墨田区,8520,6680,ＲＣ,32,無,,,所有権,全部委託・巡回管理,9,2,38,ＪＲ総武線, 両国駅,2,15200,
486,16500000,18.68,ワンルーム,台東区,7464,1866,ＳＲＣ,31,無,無,,所有権,全部委託・日勤管理,8,5,34,東京メトロ日比谷線, 秋葉原駅,8,9330,
487,16500000,18.68,ワンルーム,台東区,7464,1866,ＳＲＣ,31,無,,,所有権,全部委託・日勤管理,8,5,34,ＪＲ山手線, 秋葉原駅,8,9330,
488,16500000,32.79,２ＤＫ,台東区,10800,11700,ＳＲＣ,49,,,,所有権,全部委託・巡回管理,10,3,39,東京メトロ日比谷線, 三ノ輪駅,7,22500,
489,16500000,29.7,１Ｋ,豊島区,15500,9160,ＲＣ,31,,,,所有権,全部委託・巡回管理,5,2,37,東武東上線, 北池袋駅,7,24660,
490,16500000,18.98,１Ｋ,豊島区,7560,3840,ＳＲＣ,49,,,,所有権,全部委託・日勤管理,9,7,39,ＪＲ山手線, 大塚駅,3,11400,
491,16500000,19.03,１Ｋ,豊島区,5130,3800,ＲＣ,114,,,,所有権,全部委託・巡回管理,5,4,36,ＪＲ山手線, 高田馬場駅,6,8930,
492,16500000,21.3,ワンルーム,豊島区,12640,11200,ＳＲＣ,98,,,,所有権,一部委託・日勤管理,13,4,43,ＪＲ山手線, 池袋駅,3,23840,
493,16500000,19.04,１Ｋ,中野区,10890,4650,ＲＣ,97,,,,所有権,全部委託・日勤管理,5,2,29,ＪＲ中央線, 中野駅,8,15540,
494,16800000,61.87,３ＬＤＫ,八王子市,7940,7550,ＳＲＣ,286,空無,,相談,所有権,,11,3,46,京王高尾線, 狭間駅,6,15490,
495,16800000,64.15,３ＬＤＫ,八王子市,7940,7550,ＳＲＣ,286,空無,有,小型犬可 											猫可 											飼育細則有,所有権,,11,3,46,京王高尾線, 狭間駅,6,15490,
496,16800000,61.87,３ＬＤＫ,八王子市,7940,7550,ＳＲＣ,286,空無,有,相談,所有権,,11,3,46,京王高尾線, 狭間駅,6,15490,
497,16800000,61.87,３ＬＤＫ,八王子市,7940,7550,ＳＲＣ,286,空無,有,相談,所有権,,11,3,46,京王高尾線, 狭間駅,6,15490,
498,16800000,61.87,３ＬＤＫ,八王子市,7940,7550,ＲＣ,286,空無,有,小型犬可 											猫可 											犬猫いずれか１匹、大型犬不可,所有権,,11,3,46,京王高尾線, 狭間駅,7,15490,
499,16800000,61.87,２ＳＬＤＫ,八王子市,7940,7550,ＳＲＣ,49,空無,,相談,所有権,,11,3,46,京王高尾線, 狭間駅,7,15490,
500,16800000,64.57,２ＳＤＫ,八王子市,11630,13220,ＲＣ,49,有,,相談,所有権,全部委託・日勤管理,6,3,20,京王高尾線, めじろ台駅,15,24850,10000
501,16800000,64.57,２ＳＬＤＫ,八王子市,11630,13220,ＲＣ,49,空無,,相談,所有権,全部委託・日勤管理,6,3,20,京王高尾線, めじろ台駅,15,24850,
502,16800000,64.57,２ＳＤＫ,八王子市,11630,13220,ＲＣ,34,有,,相談,所有権,全部委託・日勤管理,6,3,20,京王高尾線, めじろ台駅,15,24850,10000
503,16800000,64.57,２ＳＬＤＫ,八王子市,11630,13220,ＲＣ,34,有,,相談,所有権,全部委託・日勤管理,6,3,20,京王高尾線, めじろ台駅,15,24850,10000
504,16800000,64.57,２ＳＬＤＫ,八王子市,11630,13220,ＲＣ,34,有,,,所有権,全部委託・日勤管理,6,3,20,京王高尾線, めじろ台駅,15,24850,10000
505,16800000,90.05,１ＬＤＫ,八王子市,16400,18910,ＲＣ,30,無,,,所有権,全部委託・巡回管理,5,2,46,ＪＲ中央線, 西八王子駅,6,35310,
506,16800000,66.06,２ＬＤＫ,八王子市,7000,15500,ＳＲＣ,120,空無,無,,所有権,一部委託・巡回管理,11,8,47,京王高尾線, 狭間駅,3,22500,
507,16800000,91.56,４ＬＤＫ,八王子市,8000,12000,ＲＣ,142,有,,,所有権,一部委託・日勤管理,5,5,37,京王相模原線, 京王多摩センター駅,15,20000,7000
508,16800000,51.3,２ＬＤＫ,八王子市,7920,8190,ＲＣ,124,有,,,所有権,全部委託・日勤管理,7,2,45,ＪＲ中央線, 八王子駅,10,16110,10000
509,16800000,54.3,１ＬＤＫ,羽村市,10900,15890,ＳＲＣ,25,,,,所有権,全部委託・日勤管理,12,11,13,ＪＲ青梅線, 小作駅,1,26790,
510,16800000,54.3,１ＬＤＫ,羽村市,12500,15890,ＳＲＣ,25,空無,有,,所有権,全部委託・巡回管理,12,11,13,ＪＲ青梅線, 小作駅,1,28390,
511,16800000,54.3,１ＬＤＫ,羽村市,10900,15890,ＳＲＣ,25,空無,,,所有権,全部委託・日勤管理,12,11,13,ＪＲ青梅線, 小作駅,1,26790,
512,16800000,57.28,３ＬＤＫ,羽村市,11700,18720,ＲＣ,40,有,,,所有権,全部委託・日勤管理,7,2,26,ＪＲ青梅線, 羽村駅,12,30420,10000
513,16800000,80.07,３ＬＤＫ,東村山市,15600,22000,ＲＣ,49,,,相談,所有権,全部委託・日勤管理,5,3,37,西武多摩湖線, 八坂駅,2,37600,
514,16800000,80.07,３ＬＤＫ,東村山市,15600,22000,ＲＣ,23,無,,,所有権,全部委託・巡回管理,5,3,37,西武多摩湖線, 八坂駅,3,37600,
515,16800000,52.28,２ＬＤＫ,日野市,10000,11200,ＲＣ,11,,,,所有権,,4,3,41,ＪＲ中央線, 豊田駅,4,21200,
516,16800000,52.28,２ＬＤＫ,日野市,10000,11200,ＲＣ,11,無,,,所有権,,4,3,41,ＪＲ中央線, 豊田駅,4,21200,
517,16800000,52.28,２ＬＤＫ,日野市,10000,11200,ＲＣ,49,無,,,所有権,,4,3,41,ＪＲ中央線, 豊田駅,4,21200,
518,16800000,52.28,２ＬＤＫ,日野市,10000,11200,ＲＣ,11,無,,,所有権,,4,3,41,ＪＲ中央線, 豊田駅,5,21200,
519,16800000,55.08,３ＬＤＫ,日野市,5500,13000,鉄骨造,177,空無,,,所有権,全部委託・日勤管理,6,3,48,ＪＲ中央線, 豊田駅,11,18500,
520,16800000,61.92,３ＤＫ,府中市,5000,8000,ＳＲＣ,357,,,,所有権,全部委託・日勤管理,7,5,47,京王線, 中河原駅,7,13000,
521,16800000,16.6,ワンルーム,文京区,4000,3020,ＳＲＣ,68,,,,所有権,,11,1,32,東京メトロ有楽町線, 護国寺駅,4,7020,
522,16800000,25.68,１Ｋ,文京区,7700,5860,ＳＲＣ,68,,,,所有権,,11,6,32,東京メトロ有楽町線, 護国寺駅,4,13560,
523,16800000,48.46,１ＬＤＫ,文京区,9970,14248,ＳＲＣ,13,,,,旧法賃借権,全部委託・巡回管理,8,6,41,東京メトロ丸ノ内線, 茗荷谷駅,2,24218,
524,17500000,25.2,１Ｋ,杉並区,6000,4400,ＲＣ,90,,,,所有権,全部委託・日勤管理,8,3,23,東京メトロ丸ノ内線, 東高円寺駅,8,10400,
525,17500000,21.77,１Ｋ,墨田区,8280,5220,ＲＣ,52,無,,,所有権,全部委託・巡回管理,8,2,30,都営大江戸線, 両国駅,4,13500,
526,17500000,20.5,ワンルーム,墨田区,6300,17630,ＲＣ,49,,,,所有権,全部委託・巡回管理,6,5,14,東京メトロ半蔵門線, 押上駅,12,23930,
527,17500000,25.95,１Ｋ,世田谷区,14330,10030,ＲＣ,18,,,,所有権,全部委託・巡回管理,7,3,20,東急大井町線, 等々力駅,3,24360,
528,17500000,36.45,１ＬＤＫ,豊島区,8400,8400,鉄骨造,53,,,,所有権,全部委託・日勤管理,7,1,53,ＪＲ山手線, 駒込駅,6,16800,
529,17500000,30.96,２Ｋ,豊島区,8544,5696,ＳＲＣ,101,,,,旧法地上権,一部委託・日勤管理,14,3,48,ＪＲ山手線, 池袋駅,7,14240,
530,17500000,58.3,２ＬＤＫ,練馬区,13100,12370,ＲＣ,27,空無,,相談,所有権,全部委託・巡回管理,5,1,36,西武池袋線, 大泉学園駅,60,25470,
531,17500000,58.3,２ＬＤＫ,練馬区,13100,12370,ＲＣ,27,空無,,,所有権,全部委託・巡回管理,5,1,36,西武池袋線, 大泉学園駅,60,25470,
532,17500000,58.3,２ＬＤＫ,練馬区,13100,12370,ＲＣ,27,空無,有,相談,所有権,全部委託・巡回管理,5,1,36,西武池袋線, 大泉学園駅,60,25470,
533,17500000,58.3,２ＬＤＫ,練馬区,13100,12370,ＲＣ,27,空無,有,相談,所有権,全部委託・巡回管理,5,1,36,西武池袋線, 大泉学園駅,60,25470,
534,17500000,58.3,２ＬＤＫ,練馬区,13100,12370,ＲＣ,27,,有,,所有権,全部委託・巡回管理,5,1,36,西武池袋線, 大泉学園駅,60,25470,
535,17500000,41.7,２ＬＤＫ,練馬区,5000,11200,鉄骨造,9,,,,所有権,,3,3,39,西武池袋線, 江古田駅,5,16200,
536,17500000,40.05,２ＤＫ,練馬区,4000,9450,ＲＣ,58,無,有,,所有権,全部委託・日勤管理,6,2,50,西武池袋線, 桜台駅,5,13450,
537,17500000,55.44,３ＤＫ,八王子市,12100,11090,ＳＲＣ,49,空無,,,所有権,,14,7,26,ＪＲ中央線, 西八王子駅,8,23190,
538,17500000,61.04,４ＤＫ,東久留米市,8550,13000,ＲＣ,112,空無,,,所有権,全部委託・日勤管理,7,7,41,西武池袋線, 東久留米駅,7,21550,
539,17500000,57.75,３ＬＤＫ,東村山市,14500,15000,ＲＣ,25,,,,所有権,,5,2,24,西武新宿線, 東村山駅,15,29500,
540,17500000,67.86,３ＬＤＫ,福生市,19700,13440,ＲＣ,14,空無,,,所有権,全部委託・日勤管理,5,2,23,ＪＲ青梅線, 福生駅,2,33140,
541,17500000,26.94,１ＤＫ,港区,8000,10000,ＲＣ,100,,,,所有権,,7,4,43,ＪＲ山手線, 田町駅,9,18000,
542,17500000,28.29,２ＤＫ,港区,12000,8000,ＲＣ,27,無,有,,所有権,全部委託・巡回管理,7,5,52,東京メトロ日比谷線, 六本木駅,5,20000,
543,17500000,21.71,ワンルーム,港区,9570,9570,ＲＣ,57,,,,所有権,全部委託・巡回管理,5,3,43,東京メトロ千代田線, 乃木坂駅,5,19140,
544,17600000,20.88,１Ｋ,板橋区,9030,3610,ＲＣ,23,無,,,所有権,,5,3,13,東武東上線, 上板橋駅,5,12640,
545,17600000,75.52,３ＬＤＫ,東久留米市,9200,11860,ＳＲＣ,49,空無,,,所有権,全部委託・日勤管理,14,8,32,西武池袋線, 清瀬駅,19,21060,
546,17690000,67.98,３ＬＤＫ,足立区,14400,10710,ＲＣ,61,,,,所有権,全部委託・日勤管理,5,1,34,東武伊勢崎線, 谷塚駅,20,25110,
547,17690000,67.98,３ＬＤＫ,足立区,14400,10710,ＲＣ,61,空無,,,所有権,全部委託・日勤管理,5,1,34,東武伊勢崎線, 谷塚駅,20,25110,
548,17690000,67.98,３ＬＤＫ,足立区,14400,10710,ＲＣ,51,空無,,,所有権,全部委託・日勤管理,5,1,34,東武伊勢崎線, 谷塚駅,20,25110,
549,17690000,67.98,３ＬＤＫ,足立区,14400,10710,ＲＣ,61,,,,所有権,全部委託・日勤管理,5,1,34,東武伊勢崎線, 谷塚駅,20,25110,
